subject;Age;Gender;training_condition;task_order;training_performance;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
196;32;M;Acquisition_Only;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I don't know; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,052836592;Learning_Inconsistent_First;-0,052836592;-0,052836592
197;25;M;Acquisition_Only;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 1,00; 4,00; 4,00; 4,00; -3,00;  0,00;  3,00;  0,00;I would try Brand 3;I would try Brand 4;-4; 5;-2; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,142532912;Learning_Consistent_First;-0,142532912; 0,142532912
  5;32;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 1; 2; 2; 2; 2; 2; 3; 4; 3; 0; 0; 0; 2; 0,25; 3,00; 2,00; 0,50; -2,75;  1,50;  2,75; -1,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,080356172;Learning_Consistent_First; 0,080356172;-0,080356172
  6;37;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-2;-2;-2; 3; 2; 3; 3; 4; 3; 3; 3;-3,00; 2,75;-2,00; 3,25; -5,75; -5,25;  5,75;  5,25;I would try Brands 1 and 3;I would try Brand 4; 3; 2; 3; 4;What I thought the experimenter wanted me to say;Demand Compliant;yes;3; 0,337264267;Learning_Inconsistent_First;-0,337264267; 0,337264267
  7;28;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-4;-4;-4;-4; 0,00; 0,00; 5,00;-4,00;  0,00;  9,00;  0,00; -9,00;I would try neither Brand;I would try Brand 2; 1; 5; 1; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,431707003;Learning_Consistent_First; 0,431707003;-0,431707003
 12;30;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 4; 2;-2;-2;-3;-3;-2;-3;-3;-3; 2; 3; 2; 3; 3,00;-2,75;-2,50; 2,50;  5,75; -5,00;  5,75; -5,00;I would try Brand 1;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,416810670;Learning_Inconsistent_First;-0,416810670;-0,416810670
 16;25;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2;-1;-1;-1;-1;-1;-1;-1;-1; 2; 2; 2; 2; 2,00;-1,00;-1,00; 2,00;  3,00; -3,00; -3,00;  3,00;I would try Brand 1;I would try Brand 2; 0; 0; 0; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,512133544;Learning_Inconsistent_First;-0,512133544; 0,512133544
 20;37;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3;-1;-1;-1;-1; 2; 2; 2; 2; 1; 1; 1; 1; 3,00; 2,00;-1,00; 1,00;  1,00; -2,00;  1,00; -2,00;I would try Brand 1;I would try Brand 4; 2; 0; 1; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,249916100;Learning_Inconsistent_First;-0,249916100;-0,249916100
 23;33;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 1; 1; 1; 0; 2; 2; 2; 3;-1; 0;-1; 0;-2,00; 2,25; 0,75;-0,50; -4,25;  1,25;  4,25; -1,25;I would try Brand 3;I would try Brand 2; 3; 1; 3; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,630308315;Learning_Consistent_First; 0,630308315;-0,630308315
 27;34;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brand 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,159443868;Learning_Consistent_First;-0,159443868;-0,159443868
 28;22;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 2; 1; 0; 0; 1; 2;-1; 0; 2; 2; 1; 3; 1,00; 0,50; 0,75; 2,00;  0,50; -1,25;  0,50; -1,25;I would try Brand 1;I would try Brand 4; 2;-2;-4; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,683667872;Learning_Inconsistent_First;-0,683667872;-0,683667872
 31;24;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 1; 1; 1;-1; 0; 1;-1; 1; 0;-1;-1; 2; 2; 2; 1; 1,25;-0,25;-0,25; 1,75;  1,50; -2,00; -1,50;  2,00;I would try Brand 1;I would try Brand 4; 2; 1;-1; 2;What I learned during the experiment;Not Demand Compliant;yes;2; 0,333494414;Learning_Consistent_First; 0,333494414;-0,333494414
 36;36;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 3; 2;-1;-1;-1;-1; 1; 1; 1; 1; 2; 2; 2; 1; 2,50; 1,00;-1,00; 1,75;  1,50; -2,75;  1,50; -2,75;I would try Brand 1;I don't know; 1;-1;-2; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,259373364;Learning_Inconsistent_First;-0,259373364;-0,259373364
 39;23;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-2;-1;-1;-1; 4; 4; 4; 4; 1; 1; 1; 2;-5,00; 4,00;-1,25; 1,25; -9,00; -2,50;  9,00;  2,50;I would try Brand 3;I would try Brand 2; 5;-3; 5;-3;What I learned during the experiment;Not Demand Compliant;yes;6; 0,379679780;Learning_Consistent_First; 0,379679780;-0,379679780
 41;29;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 5; 4; 0; 0; 0; 0;-4;-4;-4;-4; 0; 0; 0; 0; 4,25;-4,00; 0,00; 0,00;  8,25;  0,00;  8,25;  0,00;I would try Brand 1;I would try Brand 2; 4; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,333510106;Learning_Consistent_First; 0,333510106; 0,333510106
 43;27;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0,75; 0,25; 0,25; 0,00;  0,50;  0,25;  0,50;  0,25;I would try neither Brand;I would try neither Brand; 2;-1;-1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4; 0,409383921;Learning_Consistent_First; 0,409383921; 0,409383921
 44;21;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0;-1;-1; 0;-1;-1; 0;-1; 0; 0; 0; 0;-1; 0,00;-0,50;-0,75;-0,25;  0,50; -0,50;  0,50; -0,50;I would try neither Brand;I would try neither Brand;-1;-1;-1;-1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,152028872;Learning_Inconsistent_First;-0,152028872;-0,152028872
 45;27;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 5; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 1,25; 0,00;-10,00;  1,25; 10,00; -1,25;I would try Brand 3;I would try Brand 2;-5; 0; 5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,351038298;Learning_Consistent_First; 0,351038298;-0,351038298
 49;30;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 4; 3; 2;-1;-1;-1;-1;-3;-3;-3;-2; 4; 3; 3; 3; 3,00;-2,75;-1,00; 3,25;  5,75; -4,25;  5,75; -4,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,237734742;Learning_Consistent_First; 0,237734742; 0,237734742
 51;28;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,449484128;Learning_Consistent_First; 0,449484128; 0,449484128
 53;28;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,231263723;Learning_Consistent_First; 0,231263723;-0,231263723
 66;36;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2;-3;-2;-2;-3;-3;-2;-2;-2; 2; 3; 2; 2; 2,00;-2,25;-2,50; 2,25;  4,25; -4,75;  4,25; -4,75;I would try Brand 1;I would try Brand 4; 2;-2;-2; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,300406039;Learning_Inconsistent_First;-0,300406039;-0,300406039
 80;38;M;Counterconditioning;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 2; 1; 0; 3; 1; 2; 3; 2; 0; 2; 2; 1;-2; 2; 0,75; 1,75; 1,50; 0,75; -1,00;  0,75;  1,00; -0,75;I would try Brand 3;I would try Brand 4; 1; 0;-2; 1;What I learned during the experiment;Not Demand Compliant;yes;3; 0,545791167;Learning_Inconsistent_First;-0,545791167; 0,545791167
 87;38;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3;-2;-3;-2;-2;-2;-2;-2;-2; 3; 3; 3; 3; 3,00;-2,00;-2,25; 3,00;  5,00; -5,25; -5,00;  5,25;I would try Brand 1;I would try Brand 4;-1;-2;-2; 1;What I learned during the experiment;Not Demand Compliant;yes;2; 0,151450177;Learning_Consistent_First; 0,151450177;-0,151450177
 89;35;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5,00;-5,00;-5,00; 5,00; 10,00;-10,00; 10,00;-10,00;I would try Brand 1;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,299119229;Learning_Consistent_First;-0,299119229;-0,299119229
 94;24;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,173802080;Learning_Inconsistent_First;-0,173802080; 0,173802080
 96;36;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 3; 0; 0; 0; 0;-3,00; 3,00; 0,00; 0,00; -6,00;  0,00;  6,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 3; 0; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,123603480;Learning_Inconsistent_First; 0,123603480;-0,123603480
115;33;F;Counterconditioning;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1;-1; 1; 2; 1; 2; 1; 2; 1; 1; 2; 1; 1; 1; 1; 1; 0,75; 1,25; 1,50; 1,00; -0,50;  0,50; -0,50;  0,50;I would try Brand 3;I would try Brand 4; 2; 1; 1; 2;What I learned during the experiment;Not Demand Compliant;yes;6; 0,044438185;Learning_Consistent_First; 0,044438185; 0,044438185
122;37;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0;-1; 0;-1; 0; 0; 1; 1; 2; 1; 2; 2; 0; 0; 0; 0;-0,50; 1,75; 0,50; 0,00; -2,25;  0,50; -2,25;  0,50;I would try Brands 1 and 3;I would try Brand 4; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4; 0,261313246;Learning_Inconsistent_First;-0,261313246;-0,261313246
132;34;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I don't know; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,167366037;Learning_Inconsistent_First;-0,167366037;-0,167366037
133;39;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-3;-3;-1;-3; 3;-1; 1;-1; 2; 3; 3; 3;-1,00; 0,50;-2,50; 2,75; -1,50; -5,25;  1,50;  5,25;I would try Brand 3;I would try Brand 4; 2; 3; 3; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,170613105;Learning_Consistent_First; 0,170613105;-0,170613105
134;32;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-1;-2;-2; 1; 1; 2; 2; 3; 4; 3; 3; 3; 3; 4; 4;-1,75; 3,25; 1,50; 3,50; -5,00; -2,00;  5,00;  2,00;I would try Brand 3;I would try Brand 4; 3; 3; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,417259541;Learning_Inconsistent_First;-0,417259541; 0,417259541
137;18;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 5; 5; 5; 0; 0; 0; 0; 0;-5;-5;-5;-5; 0,00; 0,00; 3,75;-5,00;  0,00;  8,75;  0,00;  8,75;I would try Brand 1;I would try Brand 2; 0; 5; 0;-5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,392971602;Learning_Consistent_First; 0,392971602; 0,392971602
143;39;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5,00; 5,00; 5,00;-5,00;-10,00; 10,00; 10,00;-10,00;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3; 0,089042759;Learning_Consistent_First; 0,089042759;-0,089042759
148;29;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5,00; 5,00; 5,00; 5,00;  0,00;  0,00;  0,00;  0,00;I would try Brand 1;I would try Brand 2; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,265050184;Learning_Inconsistent_First; 0,265050184; 0,265050184
151;28;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 1; 1; 1;-1;-1;-1;-1;-2;-2;-2;-2; 1; 3; 2; 1; 0,75;-2,00;-1,00; 1,75;  2,75; -2,75; -2,75;  2,75;I would try neither Brand;I would try Brand 4; 0; 3; 2; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;6; 0,494344840;Learning_Consistent_First; 0,494344840;-0,494344840
154;27;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 3; 3; 3; 3; 3; 2; 2;-3;-3;-3;-3; 3; 2; 2; 2; 3,25;-3,00; 2,50; 2,25;  6,25;  0,25;  6,25;  0,25;I would try Brands 1 and 3;I would try Brand 4; 3; 5;-2; 1;What I thought the experimenter wanted me to say;Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,164601698;Learning_Inconsistent_First;-0,164601698;-0,164601698
157;37;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 1; 1; 1; 1; 1; 1; 1; 1;-1;-1;-1;-1;-1,00; 1,00; 1,00;-1,00; -2,00;  2,00;  2,00; -2,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,437963028;Learning_Consistent_First; 0,437963028;-0,437963028
167;37;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 1,017783272;Learning_Consistent_First; 1,017783272;-1,017783272
169;35;M;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 4; 3; 2; 2; 2; 2; 0; 2; 2; 0; 0; 2; 2; 2; 0; 3,00; 1,00; 1,50; 1,50;  2,00;  0,00;  2,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2; 2; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,174080832;Learning_Consistent_First; 0,174080832; 0,174080832
170;30;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 3; 5; 2; 2; 2; 2; 0;-2; 2;-2; 3; 3; 3; 3; 4,50;-0,50; 2,00; 3,00;  5,00; -1,00;  5,00; -1,00;I would try Brand 1;I would try Brand 4; 4; 2; 2; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,290114579;Learning_Inconsistent_First;-0,290114579;-0,290114579
177;28;M;Counterconditioning;Explicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 4; 3; 3; 4; 3; 3; 3; 3; 3; 3; 4; 3; 3; 3; 3,25; 3,00; 3,25; 3,25;  0,25;  0,00;  0,25;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 4; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,013059595;Learning_Consistent_First; 0,013059595; 0,013059595
191;31;F;Counterconditioning;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 3; 3; 3; 0; 0; 0; 0; 0; 3; 3; 3; 0; 0,00; 0,00; 2,25; 2,25;  0,00;  0,00;  0,00;  0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,466160136;Learning_Consistent_First; 0,466160136;-0,466160136
195;39;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 3; 2; 2; 3; 2; 4; 2; 2; 1; 3; 2; 3; 2; 1; 2,50; 2,00; 2,75; 2,00;  0,50;  0,75;  0,50;  0,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6; 0,107468464;Learning_Consistent_First; 0,107468464; 0,107468464
196;32;F;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1;-1,00; 1,00; 0,00; 1,00; -2,00; -1,00; -2,00; -1,00;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,052836592;Learning_Inconsistent_First;-0,052836592;-0,052836592
198;22;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 0; 1; 1;-1; 2; 2; 2; 3; 1; 1; 1; 1;-2,00; 2,25; 0,25; 1,00; -4,25; -0,75;  4,25;  0,75;I would try Brand 3;I would try Brand 2;-1;-1; 2; 0;What I learned during the experiment;Not Demand Compliant;yes;4;-0,010445776;Learning_Inconsistent_First; 0,010445776;-0,010445776
204;37;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 3; 3; 3; 3;-5;-5;-5;-5; 0; 0; 0; 0; 4,00;-5,00; 3,00; 0,00;  9,00;  3,00;  9,00;  3,00;I would try Brand 1;I would try Brand 4; 3; 0;-4; 0;What I learned during the experiment;Not Demand Compliant;yes;7;-0,158471500;Learning_Inconsistent_First; 0,158471500; 0,158471500
205;39;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 1; 1; 1; 2; 0; 0; 0; 0; 3; 3; 4; 4; 1,00; 0,00; 1,25; 3,50;  1,00; -2,25; -1,00;  2,25;I would try Brand 1;I would try Brand 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,304806594;Learning_Consistent_First;-0,304806594; 0,304806594
208;27;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 1; 1; 1; 1; 4; 4; 4; 4;-1;-1;-1;-1;-4,00; 4,00; 1,00;-1,00; -8,00;  2,00;  8,00; -2,00;I would try neither Brand;I would try neither Brand; 5; 0; 5; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,306402618;Learning_Inconsistent_First;-0,306402618; 0,306402618
231;21;M;Counterconditioning;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 2; 2; 2; 1;-2;-2;-2;-2;-5,00; 1,75; 0,00;-2,00; -6,75;  2,00;  6,75; -2,00;I would try Brand 3;I would try Brand 2; 5; 5; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,577397520;Learning_Consistent_First; 0,577397520;-0,577397520
237;22;F;Counterconditioning;Explicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try neither Brand;-1; 0;-1; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,037104271;Learning_Consistent_First; 0,037104271;-0,037104271
238;27;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-2;-2; 4; 3; 3; 3; 2; 3; 3; 3;-2;-3;-3;-3;-2,50; 2,75; 3,25;-2,75; -5,25;  6,00;  5,25; -6,00;I would try Brand 3;I would try Brand 2; 3; 4; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3;-0,188286475;Learning_Inconsistent_First; 0,188286475;-0,188286475
250;27;F;Counterconditioning;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0;-2;-2;-2;-2; 0; 0; 0; 0; 2,00;-2,00; 0,00; 0,00;  4,00;  0,00;  4,00;  0,00;I would try Brand 1;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;2;-0,211767618;Learning_Inconsistent_First; 0,211767618; 0,211767618
